x,y,z,step,action
-24.332901960549,-17.5503332766984,287.479001511424,0.00476471671595143,no_hit
-24.12529810101,-17.6155449029134,287.551303485703,0.236521848743558,proposed
-24.3301344186573,-17.551198226049,287.479964702892,0.00306440388756357,too_far
-24.3307071315495,-17.5523782076097,287.479964935899,0.00316076286664666,proposed
-24.3307001658009,-17.5523846982498,287.479967993666,0.00317074545720233,no_hit
-24.1223239954188,-17.6150846551939,287.552269967877,0.236521848452855,proposed
-24.3288882861765,-17.5529255327635,287.480596041061,0.00200151368717627,too_far
-24.3292557870809,-17.5537037449465,287.480596193248,0.00206445050037468,proposed
-24.3292487568911,-17.5537101657372,287.480599251006,0.00207444564944558,no_hit
-24.1203845505517,-17.6147646692126,287.552901225169,0.236521848262955,proposed
-24.3280784599321,-17.5540479219862,287.481003749016,0.00129253965254605,too_far
-24.3283129988045,-17.5545536520112,287.481003847296,0.00133318305511276,proposed
-24.3283059270884,-17.5545600270389,287.481006905049,0.00134318174868082,no_hit
-24.119133459435,-17.614549903435,287.553308879179,0.236521848140334,proposed
-24.3275570937937,-17.5547704584312,287.481265133539,0.000828654276393337,too_far
-24.3277062996395,-17.5550960015038,287.481265196547,0.000854710985169902,proposed
-24.3276992013406,-17.5551023469202,287.481268254298,0.000864710640925177,no_hit
-24.1183319599991,-17.6144088647506,287.553570228406,0.236521848061735,proposed
-24.3272234768138,-17.5552327785524,287.481431933883,0.000528797864564723,too_far
-24.3273182159239,-17.5554410600256,287.481431974091,0.000545425706044417,proposed
-24.3273111006785,-17.555447386434,287.481435031842,0.000555425616579495,no_hit
-24.1178207331579,-17.6143174945509,287.553737005935,0.236521848011571,proposed
-24.3270108337598,-17.5555274456262,287.481538062608,0.000336453622583832,too_far
-24.3270709193086,-17.5556601861532,287.481538088191,0.000347033274798927,proposed
-24.3270637932878,-17.5556665004221,287.481541145941,0.000357033251751126,no_hit
-24.1174955588471,-17.6142588047651,287.553843120025,0.236521847979648,proposed
-24.3268756373168,-17.555714788254,287.481605461906,0.000213671858684705,too_far
-24.3269137177026,-17.5557991764413,287.481605478152,0.000220390686483498,proposed
-24.3269065848417,-17.5558054829824,287.481608535903,0.000230390680576219,no_hit
-24.1172890906624,-17.614221308776,287.55391050998,0.236521847959391,proposed
-24.3267898179512,-17.5558337071535,287.481648214426,0.000135535632139749,too_far
-24.3268139414556,-17.5558872716751,287.481648224732,0.000139797496937457,proposed
-24.3268068042572,-17.5558935733068,287.481651282482,0.000149797495427011,no_hit
-24.1171581408349,-17.6141974343359,287.553953256556,0.236521847946545,proposed
-24.3267353972541,-17.5559091166474,287.481675312659,8.59078005177594e-05,too_far
-24.3267506749985,-17.5559430822914,287.481675319191,8.86091376130658e-05,proposed
-24.3267435350512,-17.5559493808085,287.481678376941,9.86091372067383e-05,no_hit
-24.1170751463072,-17.6141822655655,287.553980351012,0.236521847938393,proposed
-24.326700909666,-17.5559569050409,287.481692480392,5.44257618244615e-05,too_far
-24.3267105835879,-17.5559784292923,287.48169248453,5.61371585597977e-05,proposed
-24.3267034418993,-17.5559847258349,287.48169554228,6.61371584475213e-05,no_hit
-24.1170225688703,-17.6141726410513,287.55399751635,0.236521847933217,proposed
-24.3266790630618,-17.5559871771083,287.4817033535,3.44703111956335e-05,too_far
-24.3266851879527,-17.5560008117084,287.481703356121,3.55542166122252e-05,proposed
-24.3266780451613,-17.556007107,287.481706413871,4.55542165760337e-05,no_hit
-24.1169892702555,-17.614166539576,287.55400838794,0.236521847929943,proposed
-24.3266652276366,-17.556006348327,287.481710238617,2.18274395180629e-05,too_far
-24.3266691052467,-17.5560149830148,287.481710240277,2.25137947931572e-05,proposed
-24.3266619617571,-17.556021277514,287.481713298027,3.25137947869e-05,no_hit
-24.1169681851913,-17.6141626736346,287.554015272095,0.236521847927884,proposed
-24.3266564671187,-17.5560184874246,287.481714597912,1.38199912811388e-05,too_far
-24.3266589218896,-17.5560239548284,287.481714598963,1.42545554868747e-05,proposed
-24.3266517779578,-17.5560302488259,287.481717656713,2.42545554837101e-05,no_hit
-24.1169548354052,-17.6141602249853,287.554019630781,0.236521847926536,proposed
-24.3266509205818,-17.5560261730312,287.481717357778,8.74942342576901e-06,too_far
-24.3266524745632,-17.5560296345884,287.481717358444,9.02454561392915e-06,proposed
-24.3266453303516,-17.5560359282682,287.481720416194,1.90245456115091e-05,no_hit
-24.1169463837372,-17.6141586743719,287.554022390261,0.236521847925733,proposed
-24.3266474091404,-17.5560310386877,287.481719104962,5.53898275157394e-06,too_far
-24.3266483928639,-17.5560332301496,287.481719105383,5.7131538918453e-06,proposed
-24.3266413507591,-17.5560394335264,287.481722119356,1.55699868855663e-05,barely_boundary
