files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.94  T=0.18 s (352.4 files/s 37992.4 lines/s)"
20,C++,322,471,1832
24,C/C++ Header,348,697,1305
7,CUDA,97,180,424
3,XML,17,5,391
3,JSON,0,0,300
4,Python,36,32,221
1,Markdown,3,0,3
62,SUM,823,1385,4476
