files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.94  T=0.19 s (453.7 files/s 44083.9 lines/s)"
33,C++,481,808,2596
36,C/C++ Header,448,914,1643
7,CUDA,96,180,423
4,XML,17,5,401
4,Python,38,30,233
3,JSON,0,0,232
1,Markdown,3,0,3
88,SUM,1083,1937,5531
